任意期間ダム諸量検索結果
水系名,十勝川
河川名,十勝川
観測所名,十勝ダム
観測所記号,1368010829060
#
#年月日,時刻,流域平均雨量,流域平均雨量属性,貯水量,貯水量属性,流入量,流入量属性,放流量,放流量属性,貯水率,貯水率属性
#属性　$:欠測 -:未受信
#
2016/1/1,01:00,0.0, ,49538, ,0.00, ,0.00, ,65.2, 
2016/1/1,02:00,0.0, ,49538, ,0.00, ,0.00, ,65.2, 
2016/1/1,03:00,0.0, ,49538, ,0.00, ,0.00, ,65.2, 
2016/1/1,04:00,0.0, ,49538, ,0.00, ,0.00, ,65.2, 
2016/1/1,05:00,0.0, ,49538, ,0.00, ,0.00, ,65.2, 
2016/1/1,06:00,0.0, ,49538, ,0.00, ,0.00, ,65.2, 
2016/1/1,07:00,0.0, ,49538, ,0.00, ,0.00, ,65.2, 
2016/1/1,08:00,0.0, ,49538, ,0.00, ,0.00, ,65.2, 
2016/1/1,09:00,0.0, ,49538, ,0.70, ,0.00, ,65.2, 
2016/1/1,10:00,0.0, ,49569, ,0.00, ,0.00, ,65.2, 
2016/1/1,11:00,0.0, ,49569, ,0.00, ,0.00, ,65.2, 
2016/1/1,12:00,0.0, ,49538, ,0.00, ,0.00, ,65.2, 
2016/1/1,13:00,0.0, ,49569, ,8.70, ,0.00, ,65.2, 
2016/1/1,14:00,0.0, ,49569, ,0.00, ,0.00, ,65.2, 
2016/1/1,15:00,0.0, ,49569, ,0.00, ,0.00, ,65.2, 
2016/1/1,16:00,0.0, ,49569, ,0.00, ,0.00, ,65.2, 
2016/1/1,17:00,0.0, ,49569, ,0.00, ,0.00, ,65.2, 
2016/1/1,18:00,0.0, ,49569, ,0.00, ,0.00, ,65.2, 
2016/1/1,19:00,0.0, ,49569, ,0.00, ,0.00, ,65.2, 
2016/1/1,20:00,0.0, ,49569, ,0.00, ,0.00, ,65.2, 
2016/1/1,21:00,0.0, ,49569, ,0.00, ,0.00, ,65.2, 
2016/1/1,22:00,0.0, ,49569, ,0.00, ,0.00, ,65.2, 
2016/1/1,23:00,0.0, ,49569, ,0.00, ,0.00, ,65.2, 
2016/1/1,24:00,0.0, ,49600, ,8.70, ,0.00, ,65.3, 
2016/1/2,01:00,0.0, ,49600, ,0.00, ,0.00, ,65.3, 
2016/1/2,02:00,0.0, ,49600, ,0.00, ,0.00, ,65.3, 
2016/1/2,03:00,0.0, ,49600, ,0.00, ,0.00, ,65.3, 
2016/1/2,04:00,0.0, ,49600, ,0.00, ,0.00, ,65.3, 
2016/1/2,05:00,0.0, ,49600, ,0.00, ,0.00, ,65.3, 
2016/1/2,06:00,0.0, ,49600, ,0.00, ,0.00, ,65.3, 
2016/1/2,07:00,0.0, ,49600, ,0.00, ,0.00, ,65.3, 
2016/1/2,08:00,0.0, ,49600, ,0.00, ,0.00, ,65.3, 
2016/1/2,09:00,0.0, ,49632, ,0.74, ,0.00, ,65.3, 
2016/1/2,10:00,1.9, ,49632, ,0.00, ,0.00, ,65.3, 
2016/1/2,11:00,0.0, ,49632, ,0.00, ,0.00, ,65.3, 
2016/1/2,12:00,0.9, ,49632, ,0.00, ,0.00, ,65.3, 
2016/1/2,13:00,0.0, ,49663, ,0.00, ,0.00, ,65.3, 
2016/1/2,14:00,0.0, ,49632, ,8.70, ,0.00, ,65.3, 
2016/1/2,15:00,0.9, ,49663, ,0.00, ,0.00, ,65.3, 
2016/1/2,16:00,0.1, ,49663, ,0.00, ,0.00, ,65.3, 
2016/1/2,17:00,0.9, ,49663, ,0.00, ,0.00, ,65.3, 
2016/1/2,18:00,0.9, ,49663, ,0.00, ,0.00, ,65.3, 
2016/1/2,19:00,0.0, ,49663, ,0.00, ,0.00, ,65.3, 
2016/1/2,20:00,0.9, ,49663, ,0.00, ,0.00, ,65.3, 
2016/1/2,21:00,1.0, ,49663, ,0.00, ,0.00, ,65.3, 
2016/1/2,22:00,1.9, ,49694, ,1.34, ,0.00, ,65.4, 
2016/1/2,23:00,0.9, ,49694, ,0.00, ,0.00, ,65.4, 
2016/1/2,24:00,0.0, ,49694, ,0.00, ,0.00, ,65.4, 
2016/1/3,01:00,1.0, ,49694, ,0.00, ,0.00, ,65.4, 
2016/1/3,02:00,0.0, ,49694, ,0.00, ,0.00, ,65.4, 
2016/1/3,03:00,0.0, ,49694, ,0.00, ,0.00, ,65.4, 
2016/1/3,04:00,0.0, ,49694, ,0.00, ,0.00, ,65.4, 
2016/1/3,05:00,0.0, ,49694, ,0.00, ,0.00, ,65.4, 
2016/1/3,06:00,0.0, ,49694, ,0.00, ,0.00, ,65.4, 
2016/1/3,07:00,0.0, ,49694, ,0.00, ,0.00, ,65.4, 
2016/1/3,08:00,0.0, ,49694, ,8.70, ,0.00, ,65.4, 
2016/1/3,09:00,0.0, ,49726, ,0.00, ,0.00, ,65.4, 
2016/1/3,10:00,0.0, ,49726, ,0.00, ,0.00, ,65.4, 
2016/1/3,11:00,0.0, ,49726, ,0.00, ,0.00, ,65.4, 
2016/1/3,12:00,0.0, ,49726, ,0.00, ,0.00, ,65.4, 
2016/1/3,13:00,0.0, ,49726, ,0.00, ,0.00, ,65.4, 
2016/1/3,14:00,0.0, ,49726, ,0.00, ,0.00, ,65.4, 
2016/1/3,15:00,0.0, ,49726, ,0.00, ,0.00, ,65.4, 
2016/1/3,16:00,0.0, ,49726, ,0.00, ,0.00, ,65.4, 
2016/1/3,17:00,0.0, ,49726, ,0.00, ,0.00, ,65.4, 
2016/1/3,18:00,0.0, ,49726, ,0.00, ,0.00, ,65.4, 
2016/1/3,19:00,0.0, ,49726, ,0.00, ,0.00, ,65.4, 
2016/1/3,20:00,0.0, ,49726, ,0.00, ,0.00, ,65.4, 
2016/1/3,21:00,0.0, ,49757, ,0.74, ,0.00, ,65.5, 
2016/1/3,22:00,0.0, ,49757, ,0.00, ,0.00, ,65.5, 
2016/1/3,23:00,0.0, ,49757, ,0.00, ,0.00, ,65.5, 
2016/1/3,24:00,0.0, ,49757, ,0.00, ,0.00, ,65.5, 
2016/1/4,01:00,0.0, ,49757, ,0.00, ,0.00, ,65.5, 
2016/1/4,02:00,0.0, ,49757, ,0.00, ,0.00, ,65.5, 
2016/1/4,03:00,0.0, ,49757, ,0.00, ,0.00, ,65.5, 
2016/1/4,04:00,0.0, ,49757, ,0.00, ,0.00, ,65.5, 
2016/1/4,05:00,0.0, ,49757, ,0.00, ,0.00, ,65.5, 
2016/1/4,06:00,0.0, ,49757, ,0.00, ,0.00, ,65.5, 
2016/1/4,07:00,0.0, ,49757, ,0.00, ,0.00, ,65.5, 
2016/1/4,08:00,0.0, ,49757, ,0.00, ,0.00, ,65.5, 
2016/1/4,09:00,0.0, ,49757, ,0.00, ,0.00, ,65.5, 
2016/1/4,10:00,0.0, ,49757, ,0.00, ,0.00, ,65.5, 
2016/1/4,11:00,0.0, ,49788, ,8.70, ,0.00, ,65.5, 
2016/1/4,12:00,0.0, ,49788, ,0.00, ,0.00, ,65.5, 
2016/1/4,13:00,0.0, ,49788, ,0.00, ,0.00, ,65.5, 
2016/1/4,14:00,0.0, ,49788, ,0.00, ,0.00, ,65.5, 
2016/1/4,15:00,0.0, ,49788, ,0.00, ,6.00, ,65.5, 
2016/1/4,16:00,0.0, ,49757, ,0.00, ,24.10, ,65.5, 
2016/1/4,17:00,0.0, ,49663, ,0.45, ,52.00, ,65.3, 
2016/1/4,18:00,0.0, ,49475, ,2.98, ,53.90, ,65.1, 
2016/1/4,19:00,0.0, ,49350, ,4.64, ,0.00, ,64.9, 
2016/1/4,20:00,0.0, ,49350, ,0.00, ,0.00, ,64.9, 
2016/1/4,21:00,0.0, ,49350, ,0.00, ,0.00, ,64.9, 
2016/1/4,22:00,0.0, ,49381, ,8.70, ,0.00, ,65.0, 
2016/1/4,23:00,0.0, ,49381, ,0.00, ,0.00, ,65.0, 
2016/1/4,24:00,0.0, ,49381, ,0.00, ,0.00, ,65.0, 
2016/1/5,01:00,0.0, ,49381, ,0.00, ,0.00, ,65.0, 
2016/1/5,02:00,0.0, ,49381, ,0.00, ,0.00, ,65.0, 
2016/1/5,03:00,0.0, ,49381, ,0.00, ,0.00, ,65.0, 
2016/1/5,04:00,0.0, ,49381, ,0.00, ,0.00, ,65.0, 
2016/1/5,05:00,0.0, ,49381, ,0.00, ,0.00, ,65.0, 
2016/1/5,06:00,0.0, ,49381, ,0.00, ,0.00, ,65.0, 
2016/1/5,07:00,0.0, ,49381, ,0.00, ,0.00, ,65.0, 
2016/1/5,08:00,0.0, ,49381, ,8.70, ,0.00, ,65.0, 
2016/1/5,09:00,0.0, ,49412, ,0.00, ,0.00, ,65.0, 
2016/1/5,10:00,0.0, ,49412, ,8.70, ,0.00, ,65.0, 
2016/1/5,11:00,0.0, ,49412, ,0.00, ,0.00, ,65.0, 
2016/1/5,12:00,0.0, ,49412, ,0.00, ,0.00, ,65.0, 
2016/1/5,13:00,0.0, ,49412, ,0.00, ,0.00, ,65.0, 
2016/1/5,14:00,0.0, ,49412, ,0.00, ,0.00, ,65.0, 
2016/1/5,15:00,0.0, ,49412, ,0.00, ,0.00, ,65.0, 
2016/1/5,16:00,0.0, ,49412, ,0.00, ,0.00, ,65.0, 
2016/1/5,17:00,0.0, ,49412, ,0.00, ,0.00, ,65.0, 
2016/1/5,18:00,0.0, ,49412, ,0.00, ,0.00, ,65.0, 
2016/1/5,19:00,0.0, ,49412, ,0.00, ,0.00, ,65.0, 
2016/1/5,20:00,0.0, ,49444, ,0.95, ,0.00, ,65.1, 
2016/1/5,21:00,0.0, ,49444, ,0.00, ,0.00, ,65.1, 
2016/1/5,22:00,0.0, ,49444, ,0.00, ,0.00, ,65.1, 
2016/1/5,23:00,0.0, ,49444, ,0.00, ,0.00, ,65.1, 
2016/1/5,24:00,0.0, ,49444, ,0.00, ,0.00, ,65.1, 
2016/1/6,01:00,0.0, ,49444, ,0.00, ,0.00, ,65.1, 
2016/1/6,02:00,0.0, ,49444, ,0.00, ,0.00, ,65.1, 
2016/1/6,03:00,0.0, ,49444, ,0.00, ,0.00, ,65.1, 
2016/1/6,04:00,0.0, ,49444, ,0.00, ,0.00, ,65.1, 
2016/1/6,05:00,0.0, ,49444, ,0.00, ,0.00, ,65.1, 
2016/1/6,06:00,0.0, ,49444, ,0.00, ,0.00, ,65.1, 
2016/1/6,07:00,0.0, ,49444, ,0.00, ,0.00, ,65.1, 
2016/1/6,08:00,0.0, ,49444, ,0.00, ,0.00, ,65.1, 
2016/1/6,09:00,0.0, ,49444, ,0.00, ,0.00, ,65.1, 
2016/1/6,10:00,0.0, ,49444, ,0.00, ,0.00, ,65.1, 
2016/1/6,11:00,0.0, ,49475, ,8.70, ,0.00, ,65.1, 
2016/1/6,12:00,0.0, ,49444, ,0.50, ,6.00, ,65.1, 
2016/1/6,13:00,0.0, ,49381, ,0.30, ,30.20, ,65.0, 
2016/1/6,14:00,0.0, ,49256, ,2.84, ,32.50, ,64.8, 
2016/1/6,15:00,0.0, ,49130, ,0.00, ,26.10, ,64.6, 
2016/1/6,16:00,0.0, ,49068, ,4.28, ,26.00, ,64.6, 
2016/1/6,17:00,0.0, ,48974, ,3.82, ,25.80, ,64.4, 
2016/1/6,18:00,0.0, ,48880, ,3.50, ,30.90, ,64.3, 
2016/1/6,19:00,0.0, ,48786, ,2.59, ,33.40, ,64.2, 
2016/1/6,20:00,0.0, ,48786, ,2.90, ,0.00, ,64.2, 
2016/1/6,21:00,0.0, ,48786, ,8.70, ,0.00, ,64.2, 
2016/1/6,22:00,0.0, ,48786, ,0.00, ,0.00, ,64.2, 
2016/1/6,23:00,0.0, ,48786, ,0.00, ,0.00, ,64.2, 
2016/1/6,24:00,0.0, ,48786, ,0.00, ,0.00, ,64.2, 
2016/1/7,01:00,0.0, ,48786, ,0.00, ,0.00, ,64.2, 
2016/1/7,02:00,0.0, ,48786, ,0.00, ,0.00, ,64.2, 
2016/1/7,03:00,0.0, ,48786, ,0.00, ,0.00, ,64.2, 
2016/1/7,04:00,0.0, ,48786, ,0.00, ,0.00, ,64.2, 
2016/1/7,05:00,0.0, ,48817, ,1.81, ,0.00, ,64.2, 
2016/1/7,06:00,0.0, ,48817, ,0.00, ,0.00, ,64.2, 
2016/1/7,07:00,0.0, ,48817, ,0.00, ,0.00, ,64.2, 
2016/1/7,08:00,0.0, ,48817, ,8.70, ,0.00, ,64.2, 
2016/1/7,09:00,0.0, ,48817, ,0.00, ,0.00, ,64.2, 
2016/1/7,10:00,0.0, ,48817, ,0.00, ,0.00, ,64.2, 
2016/1/7,11:00,0.0, ,48817, ,0.00, ,0.00, ,64.2, 
2016/1/7,12:00,0.0, ,48817, ,0.00, ,0.00, ,64.2, 
2016/1/7,13:00,0.0, ,48817, ,0.00, ,0.00, ,64.2, 
2016/1/7,14:00,0.0, ,48817, ,0.00, ,0.00, ,64.2, 
2016/1/7,15:00,0.0, ,48817, ,0.00, ,0.00, ,64.2, 
2016/1/7,16:00,0.0, ,48817, ,0.00, ,0.00, ,64.2, 
2016/1/7,17:00,0.0, ,48817, ,0.00, ,0.00, ,64.2, 
2016/1/7,18:00,0.0, ,48817, ,0.00, ,0.00, ,64.2, 
2016/1/7,19:00,0.0, ,48817, ,0.00, ,0.00, ,64.2, 
2016/1/7,20:00,0.0, ,48848, ,8.70, ,0.00, ,64.3, 
2016/1/7,21:00,0.0, ,48848, ,0.00, ,0.00, ,64.3, 
2016/1/7,22:00,0.0, ,48848, ,0.00, ,0.00, ,64.3, 
2016/1/7,23:00,0.0, ,48848, ,0.00, ,0.00, ,64.3, 
2016/1/7,24:00,0.0, ,48848, ,0.00, ,0.00, ,64.3, 
2016/1/8,01:00,0.0, ,48848, ,0.00, ,0.00, ,64.3, 
2016/1/8,02:00,0.0, ,48848, ,0.00, ,0.00, ,64.3, 
2016/1/8,03:00,0.0, ,48848, ,0.00, ,0.00, ,64.3, 
2016/1/8,04:00,0.0, ,48848, ,0.00, ,0.00, ,64.3, 
2016/1/8,05:00,0.0, ,48848, ,0.00, ,0.00, ,64.3, 
2016/1/8,06:00,0.0, ,48848, ,0.00, ,0.00, ,64.3, 
2016/1/8,07:00,0.0, ,48848, ,0.00, ,0.00, ,64.3, 
2016/1/8,08:00,0.0, ,48848, ,0.00, ,0.00, ,64.3, 
2016/1/8,09:00,0.0, ,48848, ,0.63, ,0.00, ,64.3, 
2016/1/8,10:00,0.0, ,48880, ,0.00, ,0.00, ,64.3, 
2016/1/8,11:00,0.0, ,48880, ,0.00, ,0.00, ,64.3, 
2016/1/8,12:00,0.0, ,48880, ,0.00, ,0.00, ,64.3, 
2016/1/8,13:00,0.0, ,48880, ,0.00, ,0.00, ,64.3, 
2016/1/8,14:00,0.0, ,48880, ,0.00, ,0.00, ,64.3, 
2016/1/8,15:00,0.0, ,48880, ,0.00, ,0.00, ,64.3, 
2016/1/8,16:00,0.0, ,48880, ,0.00, ,0.00, ,64.3, 
2016/1/8,17:00,0.0, ,48880, ,2.30, ,24.10, ,64.3, 
2016/1/8,18:00,0.0, ,48786, ,0.06, ,41.20, ,64.2, 
2016/1/8,19:00,0.0, ,48629, ,0.00, ,50.20, ,64.0, 
2016/1/8,20:00,0.0, ,48441, ,1.47, ,50.30, ,63.7, 
2016/1/8,21:00,0.0, ,48441, ,4.24, ,0.00, ,63.7, 
2016/1/8,22:00,0.0, ,48441, ,0.00, ,0.00, ,63.7, 
2016/1/8,23:00,0.0, ,48441, ,0.00, ,0.00, ,63.7, 
2016/1/8,24:00,0.0, ,48441, ,0.00, ,0.00, ,63.7, 
2016/1/9,01:00,0.0, ,48441, ,0.00, ,0.00, ,63.7, 
2016/1/9,02:00,0.0, ,48441, ,0.00, ,0.00, ,63.7, 
2016/1/9,03:00,0.0, ,48441, ,0.00, ,0.00, ,63.7, 
2016/1/9,04:00,0.0, ,48441, ,0.00, ,0.00, ,63.7, 
2016/1/9,05:00,0.0, ,48441, ,0.00, ,0.00, ,63.7, 
2016/1/9,06:00,0.0, ,48472, ,8.70, ,0.00, ,63.8, 
2016/1/9,07:00,0.0, ,48472, ,0.00, ,0.00, ,63.8, 
2016/1/9,08:00,0.0, ,48472, ,0.00, ,0.00, ,63.8, 
2016/1/9,09:00,0.0, ,48472, ,0.00, ,0.00, ,63.8, 
2016/1/9,10:00,0.0, ,48472, ,0.00, ,0.00, ,63.8, 
2016/1/9,11:00,0.0, ,48472, ,0.00, ,6.00, ,63.8, 
2016/1/9,12:00,0.0, ,48441, ,0.22, ,23.40, ,63.7, 
2016/1/9,13:00,0.0, ,48347, ,0.83, ,53.50, ,63.6, 
2016/1/9,14:00,0.0, ,48222, ,0.29, ,27.30, ,63.5, 
2016/1/9,15:00,0.0, ,48128, ,0.97, ,26.00, ,63.3, 
2016/1/9,16:00,0.0, ,48034, ,0.65, ,26.40, ,63.2, 
2016/1/9,17:00,0.0, ,47971, ,4.08, ,26.60, ,63.1, 
2016/1/9,18:00,0.0, ,47877, ,2.95, ,26.10, ,63.0, 
2016/1/9,19:00,0.0, ,47783, ,2.56, ,29.80, ,62.9, 
2016/1/9,20:00,0.0, ,47626, ,3.81, ,46.00, ,62.7, 
2016/1/9,21:00,0.0, ,47626, ,3.59, ,0.00, ,62.7, 
2016/1/9,22:00,0.0, ,47626, ,0.00, ,0.00, ,62.7, 
2016/1/9,23:00,0.0, ,47626, ,0.00, ,0.00, ,62.7, 
2016/1/9,24:00,0.0, ,47626, ,0.00, ,0.00, ,62.7, 
2016/1/10,01:00,0.0, ,47626, ,0.00, ,0.00, ,62.7, 
2016/1/10,02:00,0.0, ,47626, ,0.00, ,0.00, ,62.7, 
2016/1/10,03:00,0.0, ,47626, ,0.00, ,0.00, ,62.7, 
2016/1/10,04:00,0.0, ,47626, ,0.00, ,0.00, ,62.7, 
2016/1/10,05:00,0.0, ,47658, ,8.70, ,0.00, ,62.7, 
2016/1/10,06:00,0.0, ,47658, ,0.00, ,0.00, ,62.7, 
2016/1/10,07:00,0.0, ,47658, ,0.00, ,0.00, ,62.7, 
2016/1/10,08:00,0.0, ,47658, ,0.00, ,0.00, ,62.7, 
2016/1/10,09:00,0.0, ,47658, ,0.00, ,0.00, ,62.7, 
2016/1/10,10:00,0.0, ,47658, ,0.00, ,0.00, ,62.7, 
2016/1/10,11:00,0.0, ,47658, ,0.00, ,0.00, ,62.7, 
2016/1/10,12:00,0.0, ,47658, ,0.00, ,0.00, ,62.7, 
2016/1/10,13:00,0.0, ,47658, ,0.00, ,0.00, ,62.7, 
2016/1/10,14:00,0.0, ,47658, ,0.00, ,0.00, ,62.7, 
2016/1/10,15:00,0.0, ,47658, ,1.14, ,0.00, ,62.7, 
2016/1/10,16:00,0.0, ,47658, ,0.00, ,6.00, ,62.7, 
2016/1/10,17:00,0.1, ,47595, ,0.00, ,28.40, ,62.6, 
2016/1/10,18:00,0.0, ,47438, ,5.88, ,75.40, ,62.4, 
2016/1/10,19:00,0.0, ,47188, ,2.79, ,75.90, ,62.1, 
2016/1/10,20:00,0.1, ,46906, ,0.00, ,77.40, ,61.7, 
2016/1/10,21:00,0.9, ,46812, ,2.59, ,0.00, ,61.6, 
2016/1/10,22:00,0.0, ,46812, ,2.92, ,0.00, ,61.6, 
2016/1/10,23:00,0.0, ,46812, ,0.00, ,0.00, ,61.6, 
2016/1/10,24:00,0.0, ,46812, ,0.00, ,0.00, ,61.6, 
2016/1/11,01:00,0.0, ,46812, ,0.00, ,0.00, ,61.6, 
2016/1/11,02:00,0.0, ,46812, ,0.00, ,6.00, ,61.6, 
2016/1/11,03:00,0.0, ,46780, ,2.50, ,24.10, ,61.6, 
2016/1/11,04:00,0.0, ,46686, ,5.85, ,54.30, ,61.4, 
2016/1/11,05:00,0.0, ,46467, ,4.59, ,63.20, ,61.1, 
2016/1/11,06:00,0.0, ,46248, ,1.17, ,61.10, ,60.9, 
2016/1/11,07:00,0.0, ,46216, ,0.00, ,0.00, ,60.8, 
2016/1/11,08:00,0.0, ,46216, ,0.00, ,0.00, ,60.8, 
2016/1/11,09:00,0.0, ,46216, ,0.00, ,0.00, ,60.8, 
2016/1/11,10:00,0.0, ,46216, ,0.00, ,0.00, ,60.8, 
2016/1/11,11:00,0.0, ,46216, ,0.00, ,0.00, ,60.8, 
2016/1/11,12:00,0.0, ,46248, ,8.70, ,0.00, ,60.9, 
2016/1/11,13:00,0.0, ,46248, ,0.00, ,0.00, ,60.9, 
2016/1/11,14:00,0.0, ,46248, ,0.00, ,0.00, ,60.9, 
2016/1/11,15:00,0.0, ,46248, ,0.10, ,6.00, ,60.9, 
2016/1/11,16:00,0.0, ,46216, ,0.40, ,21.00, ,60.8, 
2016/1/11,17:00,0.0, ,46122, ,5.74, ,52.00, ,60.7, 
2016/1/11,18:00,0.0, ,45997, ,0.00, ,0.00, ,60.5, 
2016/1/11,19:00,0.0, ,45997, ,6.47, ,0.00, ,60.5, 
2016/1/11,20:00,0.0, ,45997, ,0.00, ,0.00, ,60.5, 
2016/1/11,21:00,0.0, ,45997, ,0.00, ,0.00, ,60.5, 
2016/1/11,22:00,0.0, ,45997, ,0.00, ,0.00, ,60.5, 
2016/1/11,23:00,0.0, ,45997, ,0.00, ,0.00, ,60.5, 
2016/1/11,24:00,0.0, ,45997, ,0.00, ,0.00, ,60.5, 
2016/1/12,01:00,0.0, ,45997, ,0.00, ,0.00, ,60.5, 
2016/1/12,02:00,0.0, ,45997, ,0.00, ,0.00, ,60.5, 
2016/1/12,03:00,0.0, ,45997, ,0.00, ,0.00, ,60.5, 
2016/1/12,04:00,0.0, ,46028, ,8.70, ,0.00, ,60.6, 
2016/1/12,05:00,0.0, ,46028, ,0.00, ,0.00, ,60.6, 
2016/1/12,06:00,0.0, ,46028, ,0.00, ,0.00, ,60.6, 
2016/1/12,07:00,0.0, ,46028, ,0.00, ,0.00, ,60.6, 
2016/1/12,08:00,0.0, ,46028, ,0.00, ,0.00, ,60.6, 
2016/1/12,17:00,0.0, ,45715, ,0.00, ,0.00, ,60.2, 
2016/1/12,18:00,0.0, ,45715, ,0.00, ,0.00, ,60.2, 
2016/1/12,19:00,0.0, ,45715, ,0.00, ,0.00, ,60.2, 
2016/1/12,20:00,0.0, ,45746, ,8.70, ,0.00, ,60.2, 
2016/1/12,21:00,0.0, ,45746, ,0.00, ,0.00, ,60.2, 
2016/1/12,22:00,0.0, ,45746, ,0.00, ,0.00, ,60.2, 
